id,title,author,publisher,comments
27848019,德鲁克 卓有成效的管理者,[美]彼得.德鲁克（PeterF.Drucker）,机械工业出版社,341447
28495391,捣蛋鬼日记 小学生儿童文学三四五六年级8-9-10-12岁课外阅读书籍青少年世界名著童话故事书彩图美绘版,[意大利]万巴,北京日报出版社,154019
23474804,绿山墙的安妮(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 220000多名读者热评！,（加）蒙哥马利,时代文艺出版社,296323
9239276,大国崛起,唐晋主编时代华语出品,人民出版社,272286
25121739,娜娜（左拉代表作之一，翻译家罗国林依据法语原著直译版）,[法]左拉罗国林译,西安交通大学出版社,66900
28536179,想点大事：法律是种思维方式（一本写给每个人的法律通识书，得到App 6万+用户正在学习的思维武器）,刘晗;得到图书出品,上海交通大学出版社,43197
28482634,呼吸（每个“科幻”书单都有特德?姜！9个短篇9集《黑镜》，融科幻的诗意与哲学的浪漫于一体，横扫国际国内各大好书榜，刘慈欣、奥巴马推荐）,特德・姜，耿辉、 Ent 、李克勤、姚向辉译,译林出版社,76926
28478024,《DK儿童情绪管理 我不生气 冷静是种超能力》,英国DK公司,天津科学技术出版社,46324
20039610,斯凯瑞金色童书・忙忙碌碌的一天（全3册）,（美）斯凯瑞,贵州人民出版社,297942
23828836,红楼梦 ( 青少版。依据原著改写成现代白话文，适合小学高年级和初中生阅读),（清）曹雪芹，富强改编,安徽教育出版社,103675
23604582,乌鸦面包店（全5册）,（日）加古里子，（日）猿渡静子译，爱心树童书出品,新星出版社,155893
28492529,成语故事大全（彩图注音版）有声伴读 小学生1-6年级课外读物国学经典儿童亲子系列精选成语故事,张芳,东北师范大学出版社,112293
23730173,东野圭吾：时生（东野圭吾暖心力作）,东野圭吾，徐建雄译，新经典出品,南海出版公司,357156
23979386,悲惨世界（法国大文豪雨果“命运三部曲”之一，未删节全译版）,[法]维克多・雨果,作家出版社,119217
25236263,如何培养孩子的社会能力,[美]默娜・B.舒尔博士，[美]特里萨・弗伊・迪吉若尼莫；张雪兰译,北京联合出版有限公司,283657
27913762,大卫，不可以――1998年《纽约时报》年度最佳图画书  美国凯迪克大奖经典儿童绘本（启发童书馆出品）,文/图:大卫・香农，启发童书馆出品,河北教育出版社,398247
23845292,新参者（2016版）,（日）东野圭吾，新经典出品,南海出版公司,277714
28469479,蝴蝶・豌豆花,金波，冰心，王晓明，蔡皋，周翔绘,河北教育出版社,395677
28507559,笑猫日记26-幸运女神的宠儿,杨红樱,明天出版社,84460
25215215,0-3岁行为习惯教养绘本全6册点读版婴幼儿童0-3岁早教书成长绘本故事书图画书,让娜・阿什比/绘；谢逢蓓译；,长江少年儿童出版社,266778
26922841,我的野生动物朋友,"(法)蒂皮・德格雷, (法)阿兰・德格雷(法)茜尔维・罗伯特图,袁筱一译",接力出版社,228822
25178733,姜小牙上学记（套装共4册）,北猫,四川少年儿童出版社,245207
28522386,学习的格局：孩子自主学习的秘密（高晓松、俞敏洪、王芳、朱丹等 鼎力推荐！）,黄静洁,中信出版社,78663
27942087,从拖延到自律：超级自控力训练计划,舒娅,中国纺织出版社,91849
28552328,米小圈脑筋急转弯（第二辑）(套装共4册）,北猫,四川少儿出版社,196274
25204629,原则：桥水创始人瑞达利欧作品，半个金融圈、投资界、管理层都在读，比尔・盖茨、张瑞敏、吴晓波、罗辑思维等倾情推荐！,[美]瑞・达利欧（RayDalio）,中信出版社,383330
27864499,墨菲定律（精装纪念版）（只要有可能，就一定会发生。）,张文成，文通天下出品,古吴轩出版社,507264
23181518,寄小读者(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 13000多名读者热评！,冰心,南方出版社,228173
24041812,老人与海（诺奖少年版，海明威励志之作）,海明威，周梅英改写，小当当童书馆出品,辽宁少年儿童出版社,588206
28508902,狼图腾（王俊凯推荐经典小说，入选人大附中等多所名校课堂精讲书目）,姜戎 ，新经典出品,北京十月文艺出版社,427054
27950619,过得刚好（郭德纲亲笔作品，全新修订版。讲述人生四十多年的江湖过往，知无不言，言无不尽。说书、唱戏、讲相声，回首人生，过得刚好。）,郭德纲，磨铁文化出品,北京联合出版公司,70942
24105846,会飞的挖土机点读版好厉害工地上的车卡车大力士鲨鱼斗火车海豚绘本花园,[英]伊恩?威柏,长江少年儿童出版社,211721
25323286,落叶跳舞（秋季主题阅读推荐）,伊东宽文/图，蒲蒲兰译,２１世纪出版社,277679
23932960,阿米巴经营――畅销十周年纪念版，当当专享（团购，请致电010-57993380）,[日]稻盛和夫，曹岫云译,中国大百科全书出版社,276945
26919064,我的情绪小怪兽（3-8岁） 信谊世界精选图画书,[西班牙]安娜・耶纳斯,明天出版社,211267
22914275,走进奇妙的数学世界（全3册）,"（日）安野光雅 ,李玉珍译，爱心树童书出品",新星出版社,238676
25547473,神奇校车大家族（全73册）,"(美)乔安娜柯尔 , (美)布鲁斯・迪根图",贵州人民出版社,3427401
24516880,黄金时代（手稿珍藏版）,王小波，新经典出品,北京十月文艺出版社,91529
25327019,郭论（郭德纲2018年重磅新作）,"郭德纲,博集天卷出品",湖南文艺出版社,120298
23504060,小猪唏哩呼噜(彩色注音版上、下),孙幼军,春风文艺出版社,162701
25289385,寂静的春天（语文教材“名著导读”经典·八年级上。专业术语、疑难字词注释版）,〔美〕蕾切尔·卡森韩正译,浙江工商大学出版社,69841
25112867,朝花夕拾  七年级上 名著阅读课程化丛书 导读版 人民教育出版社,鲁迅,人民教育出版社,499712
23426498,小兔汤姆旅行版（全26册）,（比）玛莉-阿丽娜·巴文图，（法）克斯多夫·勒·马斯尼文，梅莉、梅思繁等译,海燕出版社,275412
25257598,小英雄雨来 快乐读书吧 六年级（上）精美插图版 儿童文学经典 中小学生课外阅读经典 6万多名读者热评！,管桦,北京教育出版社,201231
24026269,所谓情商高，就是会说话,佐佐木圭一程亮译时代华语出品,北京联合出版公司,814438
26912520,西尔斯怀孕百科（全新升级典藏版）,威廉·西尔斯等  ，新经典出品,南海出版公司,238705
24013630,0-3岁专注力训练贴纸书（全6册）幼儿思维逻辑开发游戏书贴贴画邦臣小红花,北京小红花图书工作室,中国人口出版社,237390
27850900,白色橄榄树（全二册）（ 人气作家玖月晞继《少年的你，如此美丽》后突破之作！）,玖月晞，白马时光出品,百花洲文艺出版社,188924
25183398,大熊先生盖房子（澳大利亚青少年图书奖获奖作家、加拿大总督奖获奖绘者联袂打造）,(澳)珍·戈德温、(澳)迈克尔·瓦格纳文，(加)安德鲁·乔伊纳图，方素珍译，小当当童书馆出品,中译出版社,116370
25327073,小熊很忙 小达人点读版 第4辑（套装共3册）万圣节派对+小小救护员+赛车小冠军【包邮】,[英]本吉·戴维斯,中信出版社,91164
25316023,好饿的小蛇（ 绘本大师宫西达也低幼绘本代表作）,文/图宫西达也，译彭懿,２１世纪出版社,237847
28526867,娜是光照亮的地方【综艺女王谢娜全新力作！】,谢娜,中国友谊出版公司,50955
24003310,Python编程 从入门到实践 第2版【图灵程序设计丛书】,[美]埃里克·马瑟斯（EricMatthes）,人民邮电出版社,199104
27931896,吾爱敦煌 我心归处是敦煌：樊锦诗自述（国家荣誉称号获得者、2019感动中国人物！人民日报推荐 “敦煌的女儿”樊锦诗唯一自传）,樊锦诗口述；顾春芳撰写,译林出版社,102608
25178748,少年读西游记（全3册），现代的语言，孩童的视角，寓教于乐趣味盎然,张嘉骅,青岛出版社,155099
23717136,傲慢与偏见 世界名著典藏,（英）奥斯丁，罗良功译万亭文化出品,中央编译出版社,190055
24025897,人生的枷锁（又译《人性的枷锁》，毛姆自认的完美作品，写给在现实中迷茫的每一个人）,[英]威廉·萨默赛特·毛姆，黄水乞译,作家出版社,113158
25190819,长征  修订版（全2册） 入选八年级上册语文阅读书目人民文学出版社,王树增,人民文学出版社,132561
26315051,大林和小林（中国现代文学史上现实主义童话之一，两种命运的不同人生结局，启发孩子对生命的思考）,张天翼，小当当童书馆出品,安徽教育出版社,47751
28495398,青鸟 国际大奖儿童文学美绘典藏版小说8-9-10-12岁四年级课外书阅读书籍寒暑假阅读书三四五六年级小学生阅读书籍经典名著青少年世界名著童话故事书,莫里斯·梅特林克,北京日报出版社,172202
25189769,100层的巴士 麦克米伦世纪,麦克?史密斯,二十一世纪出版社,206599
25280355,神奇校车·人文版（全3册）,作者:乔安娜柯尔，布鲁斯迪根绘，汪晓英译,贵州人民出版社,240082
25224595,大侦探福尔摩斯第1辑全6册1-6册小学生福尔摩斯探案集悬疑漫画小学生课外阅读侦探推理,柯南·道尔；厉河编；余远锽绘；海豚传媒出品,湖北教育出版社,246961
23629302,文化苦旅 新版,余秋雨时代华语出品,长江文艺出版社,162423
24044343,写给儿童的中国地理（全14册）,陈卫平、陈雨岚等步印童书出品,新世界出版社,387127
23474802,成语故事(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版  94000多名读者热评！,陈敏编写,时代文艺出版社,140618
25171990,昆虫记 八年级上 名著阅读课程化丛书 导读版 人民教育出版社,（法）亨利.法布尔，陈筱卿译,人民教育出版社,284784
23190572,林格伦儿童文学作品集·典藏版——长袜子皮皮,（瑞典）林格伦，李之义译,中国少年儿童出版社,250165
23812468,郑渊洁四大名传（全4册）,郑渊洁,浙江少年儿童出版社,247502
28538492,撒野.2（2020版本）,巫哲，磨铁文化出品,江苏凤凰文艺出版社,71499
25267312,小兵张嘎（《语文》推荐阅读丛书 人民文学出版社）,徐光耀,人民文学出版社,193469
25350593,认知天性：让学习轻而易举的心理学规律（亚马逊年度学习畅销书，连续5年高居心理认知榜单Top1。）,[英]彼得·布朗，亨利·勒迪格三世，马克·麦克丹尼尔,中信出版社,165733
